participant,condition,gender,age,region,distanceLondon,stimulus,response,reactionTime
f26,femaleFace,female,28,northern,175.665,7,boo,1.904154322
f26,femaleFace,female,28,northern,175.665,8,boo,2.069542079
f26,femaleFace,female,28,northern,175.665,8,boo,2.109771634
f26,femaleFace,female,28,northern,175.665,8,boo,1.914366006
f26,femaleFace,female,28,northern,175.665,9,boo,1.896492993
f26,femaleFace,female,28,northern,175.665,9,boo,2.006429769
f26,femaleFace,female,28,northern,175.665,9,boo,1.914466303
f26,femaleFace,female,28,northern,175.665,10,boo,1.954575035
f26,femaleFace,female,28,northern,175.665,10,boo,2.24371263
f26,femaleFace,female,28,northern,175.665,10,boo,2.015858199
f26,femaleFace,female,28,northern,175.665,11,boo,2.581180553
f26,femaleFace,female,28,northern,175.665,11,boo,2.081441093
f26,femaleFace,female,28,northern,175.665,11,boo,1.982300992
m1,maleFace,male,26,other,331.592,1,bee,2.111487941
m1,maleFace,male,26,other,331.592,1,bee,2.097233036
m1,maleFace,male,26,other,331.592,1,bee,2.009560494
m1,maleFace,male,26,other,331.592,2,bee,2.564661625
m1,maleFace,male,26,other,331.592,2,bee,1.998154051
m1,maleFace,male,26,other,331.592,2,bee,2.058381807
m1,maleFace,male,26,other,331.592,3,bee,2.237256912
m1,maleFace,male,26,other,331.592,3,bee,2.108817217
m1,maleFace,male,26,other,331.592,3,bee,3.796750626
m1,maleFace,male,26,other,331.592,4,bee,2.310118011
m1,maleFace,male,26,other,331.592,4,boo,2.607826133
m1,maleFace,male,26,other,331.592,4,boo,2.166720392
m1,maleFace,male,26,other,331.592,5,boo,3.80113528
m1,maleFace,male,26,other,331.592,5,boo,2.004436435
m1,maleFace,male,26,other,331.592,5,boo,2.712435034
m1,maleFace,male,26,other,331.592,6,boo,2.19694693
m1,maleFace,male,26,other,331.592,6,boo,2.086819776
m1,maleFace,male,26,other,331.592,6,boo,2.107319745
m1,maleFace,male,26,other,331.592,7,boo,2.521445336
m1,maleFace,male,26,other,331.592,7,boo,2.051034865
m1,maleFace,male,26,other,331.592,7,boo,1.997876016
m1,maleFace,male,26,other,331.592,8,boo,2.091461472
m1,maleFace,male,26,other,331.592,8,boo,1.970083219
m1,maleFace,male,26,other,331.592,8,boo,2.012275537
m1,maleFace,male,26,other,331.592,9,boo,1.95557547
m1,maleFace,male,26,other,331.592,9,boo,1.982261257
m1,maleFace,male,26,other,331.592,9,boo,1.90519884
m1,maleFace,male,26,other,331.592,10,boo,2.259008972
m1,maleFace,male,26,other,331.592,10,boo,2.033163635
m1,maleFace,male,26,other,331.592,10,boo,2.009945825
m1,maleFace,male,26,other,331.592,11,boo,2.157067064
m1,maleFace,male,26,other,331.592,11,boo,2.023794873
m1,maleFace,male,26,other,331.592,11,boo,2.046941775
m2,femaleFace,male,22,northern,156.718,1,bee,2.041433125
m2,femaleFace,male,22,northern,156.718,1,bee,1.945333205
m2,femaleFace,male,22,northern,156.718,1,bee,2.005245792
m2,femaleFace,male,22,northern,156.718,2,bee,2.03779256
m2,femaleFace,male,22,northern,156.718,2,bee,1.937367718
m2,femaleFace,male,22,northern,156.718,2,bee,1.960814005
m2,femaleFace,male,22,northern,156.718,3,bee,2.122679221
m2,femaleFace,male,22,northern,156.718,3,boo,2.300825285
m2,femaleFace,male,22,northern,156.718,3,boo,2.053881676
m2,femaleFace,male,22,northern,156.718,4,bee,2.26913781
m2,femaleFace,male,22,northern,156.718,4,bee,2.140005495
m2,femaleFace,male,22,northern,156.718,4,bee,2.043542171
m2,femaleFace,male,22,northern,156.718,5,boo,2.290926156
m2,femaleFace,male,22,northern,156.718,5,boo,1.944658646
m2,femaleFace,male,22,northern,156.718,5,boo,1.938608608
m2,femaleFace,male,22,northern,156.718,6,boo,2.051643409
m2,femaleFace,male,22,northern,156.718,6,boo,1.943943968
m2,femaleFace,male,22,northern,156.718,6,boo,1.948865542
m2,femaleFace,male,22,northern,156.718,7,boo,2.079886715
m2,femaleFace,male,22,northern,156.718,7,boo,1.848590447
m2,femaleFace,male,22,northern,156.718,7,boo,1.888653928
m2,femaleFace,male,22,northern,156.718,8,boo,2.034703397
m2,femaleFace,male,22,northern,156.718,8,boo,1.94549508
m2,femaleFace,male,22,northern,156.718,8,boo,1.979557973
m2,femaleFace,male,22,northern,156.718,9,boo,1.995739456
m2,femaleFace,male,22,northern,156.718,9,boo,1.939253777
m2,femaleFace,male,22,northern,156.718,9,boo,1.895580053
m2,femaleFace,male,22,northern,156.718,10,boo,2.199700227
m2,femaleFace,male,22,northern,156.718,10,boo,2.020067428
m2,femaleFace,male,22,northern,156.718,10,boo,1.869639857
m2,femaleFace,male,22,northern,156.718,11,boo,2.614571685
m2,femaleFace,male,22,northern,156.718,11,boo,1.969679836
m2,femaleFace,male,22,northern,156.718,11,boo,1.961064049
m3,maleFace,male,20,southern,91.227,1,bee,2.495498201
m3,maleFace,male,20,southern,91.227,1,bee,2.397589615
m3,maleFace,male,20,southern,91.227,1,bee,2.212220248
m3,maleFace,male,20,southern,91.227,2,bee,2.310625133
m3,maleFace,male,20,southern,91.227,2,bee,2.222330672
m3,maleFace,male,20,southern,91.227,2,bee,2.236334687
m3,maleFace,male,20,southern,91.227,3,bee,2.509831649
m3,maleFace,male,20,southern,91.227,3,bee,2.680120304
m3,maleFace,male,20,southern,91.227,3,bee,3.274418047
m3,maleFace,male,20,southern,91.227,4,boo,2.329143529
m3,maleFace,male,20,southern,91.227,4,boo,2.188967298
m3,maleFace,male,20,southern,91.227,4,boo,2.726353056
m3,maleFace,male,20,southern,91.227,5,boo,2.398192195
m3,maleFace,male,20,southern,91.227,5,boo,2.192165605
m3,maleFace,male,20,southern,91.227,5,boo,2.276993909
m3,maleFace,male,20,southern,91.227,6,boo,2.28155398
m3,maleFace,male,20,southern,91.227,6,boo,2.275327214
m3,maleFace,male,20,southern,91.227,6,boo,2.245714401
m3,maleFace,male,20,southern,91.227,7,boo,2.281585433
m3,maleFace,male,20,southern,91.227,7,boo,2.34966931
m3,maleFace,male,20,southern,91.227,7,boo,2.26534161
m3,maleFace,male,20,southern,91.227,8,boo,2.107011179
m3,maleFace,male,20,southern,91.227,8,boo,2.262194621
m3,maleFace,male,20,southern,91.227,8,boo,2.233359534
m3,maleFace,male,20,southern,91.227,9,boo,2.068190818
m3,maleFace,male,20,southern,91.227,9,boo,2.319084423
m3,maleFace,male,20,southern,91.227,9,boo,2.237715985
m3,maleFace,male,20,southern,91.227,10,boo,2.285311163
m3,maleFace,male,20,southern,91.227,10,boo,2.326374312
m3,maleFace,male,20,southern,91.227,10,boo,2.340528641
m3,maleFace,male,20,southern,91.227,11,boo,2.0243611
m3,maleFace,male,20,southern,91.227,11,boo,2.562839779
m3,maleFace,male,20,southern,91.227,11,boo,2.299641962
m4,maleFace,male,26,midlands,101.048,1,bee,1.894630234
m4,maleFace,male,26,midlands,101.048,1,bee,1.900982593
m4,maleFace,male,26,midlands,101.048,1,bee,1.876150219
m4,maleFace,male,26,midlands,101.048,2,bee,1.757431962
m4,maleFace,male,26,midlands,101.048,2,bee,2.222326045
m4,maleFace,male,26,midlands,101.048,2,bee,1.866844435
m4,maleFace,male,26,midlands,101.048,3,bee,4.13975517
m4,maleFace,male,26,midlands,101.048,3,boo,1.981331985
m4,maleFace,male,26,midlands,101.048,3,boo,2.076065036
m4,maleFace,male,26,midlands,101.048,4,boo,1.864162514
m4,maleFace,male,26,midlands,101.048,4,boo,1.933202029
m4,maleFace,male,26,midlands,101.048,4,boo,1.936103672
m4,maleFace,male,26,midlands,101.048,5,boo,1.892756295
m4,maleFace,male,26,midlands,101.048,5,boo,1.844846994
m4,maleFace,male,26,midlands,101.048,5,boo,1.887499749
m4,maleFace,male,26,midlands,101.048,6,boo,1.976867093
m4,maleFace,male,26,midlands,101.048,6,boo,1.778701193
m4,maleFace,male,26,midlands,101.048,6,boo,1.78457632
m4,maleFace,male,26,midlands,101.048,7,boo,1.70110603
m4,maleFace,male,26,midlands,101.048,7,boo,1.876325158
m4,maleFace,male,26,midlands,101.048,7,boo,1.871918579
m4,maleFace,male,26,midlands,101.048,8,boo,1.828742875
m4,maleFace,male,26,midlands,101.048,8,boo,1.891048431
m4,maleFace,male,26,midlands,101.048,8,boo,2.037496041
m4,maleFace,male,26,midlands,101.048,9,boo,1.794902345
m4,maleFace,male,26,midlands,101.048,9,boo,1.817364888
m4,maleFace,male,26,midlands,101.048,9,boo,1.887983045
m4,maleFace,male,26,midlands,101.048,10,boo,1.763580926
m4,maleFace,male,26,midlands,101.048,10,boo,1.791384919
m4,maleFace,male,26,midlands,101.048,10,boo,1.742313561
m4,maleFace,male,26,midlands,101.048,11,boo,1.919359511
m4,maleFace,male,26,midlands,101.048,11,boo,1.949753057
m4,maleFace,male,26,midlands,101.048,11,boo,1.86244532
m5,femaleFace,male,19,northern,249.617,1,bee,2.797791383
m5,femaleFace,male,19,northern,249.617,1,boo,3.312723919
m5,femaleFace,male,19,northern,249.617,1,boo,3.171328432
m5,femaleFace,male,19,northern,249.617,2,boo,3.810483616
m5,femaleFace,male,19,northern,249.617,2,boo,2.4332268
m5,femaleFace,male,19,northern,249.617,2,boo,2.921028384
m5,femaleFace,male,19,northern,249.617,3,boo,2.519389965
m5,femaleFace,male,19,northern,249.617,3,boo,2.369792451
m5,femaleFace,male,19,northern,249.617,3,boo,2.99273793
m5,femaleFace,male,19,northern,249.617,4,boo,2.350937358
m5,femaleFace,male,19,northern,249.617,4,boo,2.309456749
m5,femaleFace,male,19,northern,249.617,4,boo,2.531151843
m5,femaleFace,male,19,northern,249.617,5,boo,2.618298337
m5,femaleFace,male,19,northern,249.617,5,boo,2.471388921
m5,femaleFace,male,19,northern,249.617,5,boo,2.420720638
m5,femaleFace,male,19,northern,249.617,6,boo,2.51462628
m5,femaleFace,male,19,northern,249.617,6,boo,2.336906538
m5,femaleFace,male,19,northern,249.617,6,boo,2.266953079
m5,femaleFace,male,19,northern,249.617,7,boo,2.358099108
m5,femaleFace,male,19,northern,249.617,7,boo,2.171410872
m5,femaleFace,male,19,northern,249.617,7,boo,2.312412696
m5,femaleFace,male,19,northern,249.617,8,boo,2.453835332
m5,femaleFace,male,19,northern,249.617,8,boo,2.465663097
m5,femaleFace,male,19,northern,249.617,8,boo,2.361905951
m5,femaleFace,male,19,northern,249.617,9,boo,3.049679325
m5,femaleFace,male,19,northern,249.617,9,boo,2.225907519
m5,femaleFace,male,19,northern,249.617,9,boo,2.61798579
m5,femaleFace,male,19,northern,249.617,10,boo,2.485241947
m5,femaleFace,male,19,northern,249.617,10,boo,2.380820309
m5,femaleFace,male,19,northern,249.617,10,boo,2.267042473
m5,femaleFace,male,19,northern,249.617,11,boo,2.586645062
m5,femaleFace,male,19,northern,249.617,11,boo,2.440336239
m5,femaleFace,male,19,northern,249.617,11,boo,2.29783161
m6,maleFace,male,24,southern,14.284,1,bee,2.249524513
m6,maleFace,male,24,southern,14.284,1,bee,2.009736457
m6,maleFace,male,24,southern,14.284,1,bee,2.326322208
m6,maleFace,male,24,southern,14.284,2,bee,3.777958782
m6,maleFace,male,24,southern,14.284,2,bee,2.597423578
m6,maleFace,male,24,southern,14.284,2,bee,1.792404622
m6,maleFace,male,24,southern,14.284,3,bee,2.227082753
m6,maleFace,male,24,southern,14.284,3,bee,2.021896414
m6,maleFace,male,24,southern,14.284,3,bee,1.955461228
m6,maleFace,male,24,southern,14.284,4,bee,2.482016409
m6,maleFace,male,24,southern,14.284,4,boo,2.336514907
m6,maleFace,male,24,southern,14.284,4,boo,2.598632763
m6,maleFace,male,24,southern,14.284,5,bee,3.508255998
m6,maleFace,male,24,southern,14.284,5,bee,7.487292597
m6,maleFace,male,24,southern,14.284,5,boo,2.555709036
m6,maleFace,male,24,southern,14.284,6,boo,2.824510063
m6,maleFace,male,24,southern,14.284,6,boo,1.882211315
m6,maleFace,male,24,southern,14.284,6,boo,1.841845444
m6,maleFace,male,24,southern,14.284,7,boo,2.414788628
m6,maleFace,male,24,southern,14.284,7,boo,1.831147517
m6,maleFace,male,24,southern,14.284,7,boo,2.347140525
m6,maleFace,male,24,southern,14.284,8,bee,3.126170406
m6,maleFace,male,24,southern,14.284,8,boo,1.832172432
m6,maleFace,male,24,southern,14.284,8,boo,2.389987278
m6,maleFace,male,24,southern,14.284,9,boo,1.935755995
m6,maleFace,male,24,southern,14.284,9,boo,2.116572036
m6,maleFace,male,24,southern,14.284,9,boo,2.00599041
m6,maleFace,male,24,southern,14.284,10,boo,2.486339991
m6,maleFace,male,24,southern,14.284,10,boo,2.141862751
m6,maleFace,male,24,southern,14.284,10,boo,1.948347471
m6,maleFace,male,24,southern,14.284,11,boo,2.033092569
m6,maleFace,male,24,southern,14.284,11,boo,2.007818648
m6,maleFace,male,24,southern,14.284,11,boo,2.22470497
m7,femaleFace,male,30,northern,169.446,1,bee,4.847595869
m7,femaleFace,male,30,northern,169.446,1,boo,2.517379689
m7,femaleFace,male,30,northern,169.446,1,boo,2.18257688
m7,femaleFace,male,30,northern,169.446,2,bee,2.845997174
m7,femaleFace,male,30,northern,169.446,2,boo,2.97446286
m7,femaleFace,male,30,northern,169.446,2,boo,2.605195037
m7,femaleFace,male,30,northern,169.446,3,boo,2.067210979
m7,femaleFace,male,30,northern,169.446,3,boo,2.05608169
m7,femaleFace,male,30,northern,169.446,3,boo,1.972376206
m7,femaleFace,male,30,northern,169.446,4,boo,2.047477098
m7,femaleFace,male,30,northern,169.446,4,boo,2.342472067
m7,femaleFace,male,30,northern,169.446,4,boo,2.113258255
m7,femaleFace,male,30,northern,169.446,5,boo,2.632162465
m7,femaleFace,male,30,northern,169.446,5,boo,2.045887267
m7,femaleFace,male,30,northern,169.446,5,boo,1.899423546
m7,femaleFace,male,30,northern,169.446,6,boo,1.818135932
m7,femaleFace,male,30,northern,169.446,6,boo,1.990811817
m7,femaleFace,male,30,northern,169.446,6,boo,1.865395641
m7,femaleFace,male,30,northern,169.446,7,boo,2.119169276
m7,femaleFace,male,30,northern,169.446,7,boo,2.039516743
m7,femaleFace,male,30,northern,169.446,7,boo,1.908869703
m7,femaleFace,male,30,northern,169.446,8,boo,2.246066589
m7,femaleFace,male,30,northern,169.446,8,boo,2.056383982
m7,femaleFace,male,30,northern,169.446,8,boo,2.19770594
m7,femaleFace,male,30,northern,169.446,9,boo,2.111558796
m7,femaleFace,male,30,northern,169.446,9,boo,1.969842178
m7,femaleFace,male,30,northern,169.446,9,boo,2.06247787
m7,femaleFace,male,30,northern,169.446,10,boo,1.983557277
m7,femaleFace,male,30,northern,169.446,10,boo,1.821315129
m7,femaleFace,male,30,northern,169.446,10,boo,1.869373019
m7,femaleFace,male,30,northern,169.446,11,boo,2.086407918
m7,femaleFace,male,30,northern,169.446,11,boo,2.008151153
m7,femaleFace,male,30,northern,169.446,11,boo,2.325936044
m8,femaleFace,male,25,northern,167.306,1,bee,2.442907279
m8,femaleFace,male,25,northern,167.306,1,bee,2.583766451
m8,femaleFace,male,25,northern,167.306,1,bee,3.002364296
m8,femaleFace,male,25,northern,167.306,2,bee,3.799036535
m8,femaleFace,male,25,northern,167.306,2,bee,3.983752214
m8,femaleFace,male,25,northern,167.306,2,bee,3.827404109
m8,femaleFace,male,25,northern,167.306,3,boo,4.522133528
m8,femaleFace,male,25,northern,167.306,3,boo,4.140819441
m8,femaleFace,male,25,northern,167.306,3,boo,2.832410813
m8,femaleFace,male,25,northern,167.306,4,boo,2.456348768
m8,femaleFace,male,25,northern,167.306,4,boo,2.514865827
m8,femaleFace,male,25,northern,167.306,4,boo,2.805840714
m8,femaleFace,male,25,northern,167.306,5,boo,3.249972354
m8,femaleFace,male,25,northern,167.306,5,boo,2.432359164
m8,femaleFace,male,25,northern,167.306,5,boo,2.838548513
m8,femaleFace,male,25,northern,167.306,6,boo,3.429700531
m8,femaleFace,male,25,northern,167.306,6,boo,2.669842237
m8,femaleFace,male,25,northern,167.306,6,boo,2.475578989
m8,femaleFace,male,25,northern,167.306,7,boo,2.310900392
m8,femaleFace,male,25,northern,167.306,7,boo,2.794149685
m8,femaleFace,male,25,northern,167.306,7,boo,2.997126492
m8,femaleFace,male,25,northern,167.306,8,boo,2.699536146
m8,femaleFace,male,25,northern,167.306,8,boo,2.619033556
m8,femaleFace,male,25,northern,167.306,8,boo,3.377233102
m8,femaleFace,male,25,northern,167.306,9,boo,2.736762627
m8,femaleFace,male,25,northern,167.306,9,boo,2.814226166
m8,femaleFace,male,25,northern,167.306,9,boo,2.718636582
m8,femaleFace,male,25,northern,167.306,10,boo,2.342557651
m8,femaleFace,male,25,northern,167.306,10,boo,3.017424471
m8,femaleFace,male,25,northern,167.306,10,boo,2.64752628
m8,femaleFace,male,25,northern,167.306,11,boo,3.266096313
m8,femaleFace,male,25,northern,167.306,11,boo,2.859024616
m8,femaleFace,male,25,northern,167.306,11,boo,2.548409952
m9,maleFace,male,22,southern,24.929,1,bee,1.805061804
m9,maleFace,male,22,southern,24.929,1,boo,2.155404192
m9,maleFace,male,22,southern,24.929,1,boo,2.096773546
m9,maleFace,male,22,southern,24.929,2,bee,2.086839897
m9,maleFace,male,22,southern,24.929,2,boo,1.935594552
m9,maleFace,male,22,southern,24.929,2,boo,1.936422589
m9,maleFace,male,22,southern,24.929,3,bee,2.379113771
m9,maleFace,male,22,southern,24.929,3,boo,1.972874895
m9,maleFace,male,22,southern,24.929,3,boo,1.956932259
m9,maleFace,male,22,southern,24.929,4,boo,1.8515196
m9,maleFace,male,22,southern,24.929,4,boo,1.927760618
m9,maleFace,male,22,southern,24.929,4,boo,1.855470388
m9,maleFace,male,22,southern,24.929,5,boo,1.908868304
m9,maleFace,male,22,southern,24.929,5,boo,1.997271908
m9,maleFace,male,22,southern,24.929,5,boo,1.93437792
m9,maleFace,male,22,southern,24.929,6,boo,1.991631458
m9,maleFace,male,22,southern,24.929,6,boo,1.791267868
m9,maleFace,male,22,southern,24.929,6,boo,2.111658627
m9,maleFace,male,22,southern,24.929,7,boo,1.791424145
m9,maleFace,male,22,southern,24.929,7,boo,1.807393837
m9,maleFace,male,22,southern,24.929,7,boo,2.092193917
m9,maleFace,male,22,southern,24.929,8,boo,1.917363734
m9,maleFace,male,22,southern,24.929,8,boo,1.938447665
m9,maleFace,male,22,southern,24.929,8,boo,1.897931213
m9,maleFace,male,22,southern,24.929,9,boo,1.992094226
m9,maleFace,male,22,southern,24.929,9,boo,1.827654396
m9,maleFace,male,22,southern,24.929,9,boo,1.879660276
m9,maleFace,male,22,southern,24.929,10,boo,1.769584484
m9,maleFace,male,22,southern,24.929,10,boo,1.923377385
m9,maleFace,male,22,southern,24.929,10,boo,1.912370785
m9,maleFace,male,22,southern,24.929,11,boo,1.992820099
m9,maleFace,male,22,southern,24.929,11,boo,1.849982483
m9,maleFace,male,22,southern,24.929,11,boo,1.756069048
m10,femaleFace,male,23,northern,189.4,1,bee,4.218773249
m10,femaleFace,male,23,northern,189.4,1,bee,3.254369443
m10,femaleFace,male,23,northern,189.4,1,boo,2.601386395
m10,femaleFace,male,23,northern,189.4,2,bee,2.583082893
m10,femaleFace,male,23,northern,189.4,2,boo,2.242224496
m10,femaleFace,male,23,northern,189.4,2,boo,2.455273576
m10,femaleFace,male,23,northern,189.4,3,bee,2.865064027
m10,femaleFace,male,23,northern,189.4,3,boo,2.926188049
m10,femaleFace,male,23,northern,189.4,3,boo,3.427758562
m10,femaleFace,male,23,northern,189.4,4,boo,2.682078341
m10,femaleFace,male,23,northern,189.4,4,boo,2.196428826
m10,femaleFace,male,23,northern,189.4,4,boo,2.159646677
m10,femaleFace,male,23,northern,189.4,5,boo,2.337989856
m10,femaleFace,male,23,northern,189.4,5,boo,2.366174991
m10,femaleFace,male,23,northern,189.4,5,boo,2.172469028
m10,femaleFace,male,23,northern,189.4,6,boo,2.152768668
m10,femaleFace,male,23,northern,189.4,6,boo,2.093407025
m10,femaleFace,male,23,northern,189.4,6,boo,2.350272866
m10,femaleFace,male,23,northern,189.4,7,boo,2.117882988
m10,femaleFace,male,23,northern,189.4,7,boo,2.4886197
m10,femaleFace,male,23,northern,189.4,7,boo,2.174706516
m10,femaleFace,male,23,northern,189.4,8,boo,2.163887244
m10,femaleFace,male,23,northern,189.4,8,boo,2.49731604
m10,femaleFace,male,23,northern,189.4,8,boo,2.4078079
m10,femaleFace,male,23,northern,189.4,9,boo,2.564734364
m10,femaleFace,male,23,northern,189.4,9,boo,2.182456277
m10,femaleFace,male,23,northern,189.4,9,boo,2.335952676
m10,femaleFace,male,23,northern,189.4,10,boo,2.182837359
m10,femaleFace,male,23,northern,189.4,10,boo,2.224752024
m10,femaleFace,male,23,northern,189.4,10,boo,2.260167775
m10,femaleFace,male,23,northern,189.4,11,boo,3.238225623
m10,femaleFace,male,23,northern,189.4,11,boo,2.115452476
m10,femaleFace,male,23,northern,189.4,11,boo,2.366082286
m11,femaleFace,male,19,northern,156.718,1,bee,2.173121442
m11,femaleFace,male,19,northern,156.718,1,bee,2.413336808
m11,femaleFace,male,19,northern,156.718,1,bee,2.470297462
m11,femaleFace,male,19,northern,156.718,2,bee,2.359385409
m11,femaleFace,male,19,northern,156.718,2,bee,3.031900629
m11,femaleFace,male,19,northern,156.718,2,bee,2.34263767
m11,femaleFace,male,19,northern,156.718,3,bee,2.306653406
m11,femaleFace,male,19,northern,156.718,3,bee,2.573545499
m11,femaleFace,male,19,northern,156.718,3,bee,2.70326863
m11,femaleFace,male,19,northern,156.718,4,bee,3.73098729
m11,femaleFace,male,19,northern,156.718,4,bee,2.677697735
m11,femaleFace,male,19,northern,156.718,4,boo,2.891738303
m11,femaleFace,male,19,northern,156.718,5,bee,3.733254579
m11,femaleFace,male,19,northern,156.718,5,boo,3.075700548
m11,femaleFace,male,19,northern,156.718,5,boo,2.889153502
m11,femaleFace,male,19,northern,156.718,6,boo,2.331791568
m11,femaleFace,male,19,northern,156.718,6,boo,2.391604875
m11,femaleFace,male,19,northern,156.718,6,boo,2.720652719
m11,femaleFace,male,19,northern,156.718,7,boo,2.590279001
m11,femaleFace,male,19,northern,156.718,7,boo,2.243486843
m11,femaleFace,male,19,northern,156.718,7,boo,2.56534843
m11,femaleFace,male,19,northern,156.718,8,boo,2.40605023
m11,femaleFace,male,19,northern,156.718,8,boo,2.850553314
m11,femaleFace,male,19,northern,156.718,8,boo,2.794300855
m11,femaleFace,male,19,northern,156.718,9,boo,2.426858759
m11,femaleFace,male,19,northern,156.718,9,boo,2.916953278
m11,femaleFace,male,19,northern,156.718,9,boo,2.406167766
m11,femaleFace,male,19,northern,156.718,10,boo,2.278437452
m11,femaleFace,male,19,northern,156.718,10,boo,2.07854095
m11,femaleFace,male,19,northern,156.718,10,boo,2.950943401
m11,femaleFace,male,19,northern,156.718,11,boo,2.436791721
m11,femaleFace,male,19,northern,156.718,11,boo,2.892391208
m11,femaleFace,male,19,northern,156.718,11,boo,2.874099607
m12,femaleFace,male,22,southern,191.576,1,bee,2.208140687
m12,femaleFace,male,22,southern,191.576,1,bee,2.200433103
m12,femaleFace,male,22,southern,191.576,1,boo,2.402257787
m12,femaleFace,male,22,southern,191.576,2,bee,2.673955952
m12,femaleFace,male,22,southern,191.576,2,bee,2.060178121
m12,femaleFace,male,22,southern,191.576,2,bee,2.239893301
m12,femaleFace,male,22,southern,191.576,3,bee,2.770604445
m12,femaleFace,male,22,southern,191.576,3,bee,2.738243042
m12,femaleFace,male,22,southern,191.576,3,boo,2.186230846
m12,femaleFace,male,22,southern,191.576,4,boo,2.12375146
m12,femaleFace,male,22,southern,191.576,4,boo,2.350863476
m12,femaleFace,male,22,southern,191.576,4,boo,2.255759579
m12,femaleFace,male,22,southern,191.576,5,boo,2.226088973
m12,femaleFace,male,22,southern,191.576,5,boo,2.249825178
m12,femaleFace,male,22,southern,191.576,5,boo,2.021789482
m12,femaleFace,male,22,southern,191.576,6,boo,2.206696856
m12,femaleFace,male,22,southern,191.576,6,boo,2.148758889
m12,femaleFace,male,22,southern,191.576,6,boo,2.14699177
m12,femaleFace,male,22,southern,191.576,7,boo,2.255116736
m12,femaleFace,male,22,southern,191.576,7,boo,2.150829701
m12,femaleFace,male,22,southern,191.576,7,boo,2.196240162
m12,femaleFace,male,22,southern,191.576,8,boo,2.285685362
m12,femaleFace,male,22,southern,191.576,8,boo,2.173769583
m12,femaleFace,male,22,southern,191.576,8,boo,2.09006052
m12,femaleFace,male,22,southern,191.576,9,boo,2.332038162
m12,femaleFace,male,22,southern,191.576,9,boo,2.124709659
m12,femaleFace,male,22,southern,191.576,9,boo,2.194453917
m12,femaleFace,male,22,southern,191.576,10,boo,2.133831684
m12,femaleFace,male,22,southern,191.576,10,boo,2.250159195
m12,femaleFace,male,22,southern,191.576,10,boo,2.043303261
m12,femaleFace,male,22,southern,191.576,11,boo,2.389285236
m12,femaleFace,male,22,southern,191.576,11,boo,2.187843085
m12,femaleFace,male,22,southern,191.576,11,boo,2.065529858
m13,femaleFace,male,21,southern,15.421,1,bee,2.904150609
m13,femaleFace,male,21,southern,15.421,1,bee,2.087465881
m13,femaleFace,male,21,southern,15.421,1,bee,2.257299708
m13,femaleFace,male,21,southern,15.421,2,bee,2.296225112
m13,femaleFace,male,21,southern,15.421,2,bee,2.22233071
m13,femaleFace,male,21,southern,15.421,2,boo,2.768595824
m13,femaleFace,male,21,southern,15.421,3,bee,3.536528748
m13,femaleFace,male,21,southern,15.421,3,bee,3.115695324
m13,femaleFace,male,21,southern,15.421,3,bee,2.462916114
m13,femaleFace,male,21,southern,15.421,4,boo,2.448058022
m13,femaleFace,male,21,southern,15.421,4,boo,2.272572055
m13,femaleFace,male,21,southern,15.421,4,boo,4.091065878
m13,femaleFace,male,21,southern,15.421,5,boo,2.177504055
m13,femaleFace,male,21,southern,15.421,5,boo,2.099399472
m13,femaleFace,male,21,southern,15.421,5,boo,2.273100135
m13,femaleFace,male,21,southern,15.421,6,boo,2.36934512
m13,femaleFace,male,21,southern,15.421,6,boo,2.845687165
m13,femaleFace,male,21,southern,15.421,6,boo,2.139254614
m13,femaleFace,male,21,southern,15.421,7,boo,2.174083662
m13,femaleFace,male,21,southern,15.421,7,boo,2.263092265
m13,femaleFace,male,21,southern,15.421,7,boo,2.19292335
m13,femaleFace,male,21,southern,15.421,8,boo,2.085123574
m13,femaleFace,male,21,southern,15.421,8,boo,2.09249664
m13,femaleFace,male,21,southern,15.421,8,boo,1.951968009
m13,femaleFace,male,21,southern,15.421,9,boo,2.356974883
m13,femaleFace,male,21,southern,15.421,9,boo,2.16165138
m13,femaleFace,male,21,southern,15.421,9,boo,2.165424916
m13,femaleFace,male,21,southern,15.421,10,boo,2.38953953
